epoch,train_loss,train_f1,train_acc,train_auc,val_loss,val_f1,val_acc,val_auc,best_f1,best_thr
27,0.762119472026825,0.47285714249157246,0.6585365853658537,0.6277616279069768,0.7975852489471436,0.538802660340195,0.6923076923076923,0.39869281045751637,0.538802660340195,0.65
28,0.7681581974029541,0.5190145660286427,0.6747967479674797,0.6277616279069768,0.8050963282585144,0.538802660340195,0.6923076923076923,0.4035947712418301,0.538802660340195,0.65
29,0.7744258642196655,0.5232446816628739,0.6626016260162602,0.628125,0.812673807144165,0.538802660340195,0.6923076923076923,0.4019607843137255,0.538802660340195,0.65
30,0.7811707258224487,0.5422241909464338,0.6585365853658537,0.626453488372093,0.8208123445510864,0.5124999995480208,0.6538461538461539,0.41013071895424835,0.538802660340195,0.65
31,0.7884219288825989,0.5713557156315804,0.6666666666666666,0.6251453488372093,0.829463541507721,0.5124999995480208,0.6538461538461539,0.4084967320261438,0.538802660340195,0.65
32,0.7961797714233398,0.48297080310221524,0.6626016260162602,0.6234011627906977,0.8386775255203247,0.5524956966862502,0.7115384615384616,0.4068627450980392,0.5524956966862502,0.75
33,0.8042795062065125,0.5122918314897534,0.6747967479674797,0.6212209302325581,0.8481855988502502,0.538802660340195,0.6923076923076923,0.40522875816993464,0.5524956966862502,0.75
34,0.8126830458641052,0.5172022411892746,0.6626016260162602,0.6188953488372093,0.8584116697311401,0.525496510568968,0.6730769230769231,0.4019607843137255,0.5524956966862502,0.75
35,0.8216152191162109,0.5204678358235421,0.6585365853658537,0.6165697674418604,0.8692060708999634,0.5124999995480208,0.6538461538461539,0.39705882352941174,0.5524956966862502,0.75
36,0.8310546278953552,0.5342050740584228,0.6544715447154471,0.6138081395348837,0.8806381225585938,0.5124999995480208,0.6538461538461539,0.39869281045751637,0.5524956966862502,0.75
37,0.8406007289886475,0.48297080310221524,0.6626016260162602,0.6123546511627908,0.8922154903411865,0.5047619044113378,0.6923076923076923,0.3954248366013072,0.5524956966862502,0.75
38,0.8504468202590942,0.5026830055809577,0.6707317073170732,0.6118459302325582,0.9041074514389038,0.5524956966862502,0.7115384615384616,0.3954248366013072,0.5524956966862502,0.75
39,0.8607149720191956,0.5163005215030596,0.6707317073170732,0.6116279069767442,0.9161196947097778,0.525496510568968,0.6730769230769231,0.3954248366013072,0.5524956966862502,0.75
40,0.8712494373321533,0.5055685602644312,0.6544715447154471,0.6104651162790697,0.9284821152687073,0.5124999995480208,0.6538461538461539,0.3937908496732026,0.5524956966862502,0.75
41,0.8820590376853943,0.5204678358235421,0.6585365853658537,0.6093023255813953,0.941536545753479,0.5124999995480208,0.6538461538461539,0.3937908496732026,0.5524956966862502,0.75
42,0.89313805103302,0.5400004501323891,0.6626016260162602,0.6085029069767441,0.9550675749778748,0.5124999995480208,0.6538461538461539,0.39052287581699346,0.5524956966862502,0.75
43,0.9046362638473511,0.5670501368908953,0.6666666666666666,0.607921511627907,0.9689728021621704,0.4871794867021696,0.6153846153846154,0.39215686274509803,0.5524956966862502,0.75
44,0.9166469573974609,0.48297080310221524,0.6626016260162602,0.6060319767441861,0.9830372333526611,0.5047619044113378,0.6923076923076923,0.39215686274509803,0.5524956966862502,0.75
45,0.9286562204360962,0.5026830055809577,0.6707317073170732,0.6056686046511628,0.9968542456626892,0.525496510568968,0.6730769230769231,0.38562091503267976,0.5524956966862502,0.75
46,0.9407262802124023,0.5082341737845768,0.6585365853658537,0.6046511627906976,1.0108990669250488,0.525496510568968,0.6730769230769231,0.3888888888888889,0.5524956966862502,0.75
47,0.9528399109840393,0.5172022411892746,0.6626016260162602,0.6032703488372093,1.0248757600784302,0.5124999995480208,0.6538461538461539,0.38562091503267976,0.5524956966862502,0.75
48,0.9649533629417419,0.5204678358235421,0.6585365853658537,0.6015261627906977,1.0388987064361572,0.5124999995480208,0.6538461538461539,0.38562091503267976,0.5524956966862502,0.75
49,0.9769347906112671,0.5621691031160596,0.6788617886178862,0.6002906976744186,1.0526106357574463,0.5124999995480208,0.6538461538461539,0.3839869281045752,0.5524956966862502,0.75
50,0.9889240860939026,0.5670847158569937,0.6788617886178862,0.5984738372093024,1.0659886598587036,0.4871794867021696,0.6153846153846154,0.3872549019607843,0.5524956966862502,0.75
51,1.0009925365447998,0.5670501368908953,0.6666666666666666,0.5978197674418605,1.0787359476089478,0.4747474742609924,0.5961538461538461,0.38562091503267976,0.5524956966862502,0.75
TEST,,,,,,,,,0.5524956966862502,0.75
